OrderID;OrderDate;ProductName;ProductBrand;ProductSubcategory;ProductCategory;DeliveryType;PaymentType;ClientGender;Sales;ClientStatus;ShopName;ShopAddress;ShopAddressCoord
2017-171897;12.10.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Банковская карта;Мужчина;1048;Серебряный;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-171897;12.10.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Мужчина;888;Серебряный;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-171928;02.02.2019;"Средство для чистки ванны ""Белее белого""";БиоДом;Чистящие средства;Бытовая химия;Доставка;Банковская карта;Мужчина;153;Базовый;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-171928;02.02.2019;Увлажнитель воздуха;Фабрика комфорта;Техника для красоты и здоровья;Техника для дома;Доставка;Банковская карта;Мужчина;5769;Базовый;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-171953;13.08.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;648;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-171953;13.08.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;360;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-171953;13.08.2019;Зубной порошок;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Банковская карта;Мужчина;63;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-171953;13.08.2019;Декоративный букет;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Мужчина;799;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-171997;06.10.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;653;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-171997;06.10.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;656;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-171997;06.10.2019;"Средство для чистки ванны ""Белее белого""";БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;152;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-172013;22.07.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Наличные;Мужчина;2127;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-172013;22.07.2019;Прикроватный коврик;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Наличные;Мужчина;894;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-172013;22.07.2019;Блендер;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1471;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-172013;22.07.2019;Тостер;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1048;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-172019;27.08.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;206;Базовый;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-172019;27.08.2019;Зубная паста для чувствительных десен;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Банковская карта;Мужчина;109;Базовый;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-172019;27.08.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Мужчина;2132;Базовый;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-172155;27.07.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Мужчина;2156;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-172217;18.05.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;443;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-172217;18.05.2019;Зубной порошок;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Мужчина;63;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-172217;18.05.2019;Зубная паста отбеливающая;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Мужчина;86;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-172277;17.07.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Женщина;203;Серебряный;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-172277;17.07.2019;"Средство для чистки ванны ""Белее белого""";БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Женщина;153;Серебряный;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-172277;17.07.2019;Декоративный букет;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Женщина;797;Серебряный;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-172277;17.07.2019;Прикроватный коврик;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Женщина;887;Серебряный;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-172277;17.07.2019;Прикроватный коврик;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Женщина;893;Серебряный;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-172554;06.04.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Доставка;Наличные;Мужчина;304;Серебряный;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-172900;17.01.2019;Гель для стирки белых вещей;Чистый дом;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;497;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-172900;17.01.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Доставка;Наличные;Мужчина;442;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-172900;17.01.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Доставка;Наличные;Мужчина;446;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-172900;17.01.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Доставка;Наличные;Мужчина;1259;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-173043;22.07.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Женщина;882;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-173093;02.10.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;302;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-173313;08.03.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Доставка;Банковская карта;Мужчина;655;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-173313;08.03.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Доставка;Банковская карта;Мужчина;885;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-173394;08.08.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;356;Золотой;Дельта;город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;[55.63799676,37.590931324]
2017-173482;29.08.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;442;Золотой;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-173482;29.08.2019;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Мужчина;2590;Золотой;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-173482;29.08.2019;Мультиварка с 40 режимами готовки еды;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;3421;Золотой;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-173537;13.04.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;488;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-173537;13.04.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;357;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-173537;13.04.2019;Зубная паста для чувствительных десен;Кедровый лес;Косметика и здоровье;Бытовые товары;Доставка;Наличные;Мужчина;109;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-173778;30.09.2019;Фен портативный;TechBeauty;Техника для красоты и здоровья;Техника для дома;Доставка;Наличные;Мужчина;534;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-174040;11.08.2019;Зубная паста отбеливающая;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Женщина;85;Базовый;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-174043;11.07.2019;Столовые приборы на 4 персоны;Хлеб-соль;Кухонные товары;Бытовые товары;Самовывоз;Наличные;Мужчина;3766;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-174043;11.07.2019;Лава-лампа;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Наличные;Мужчина;2140;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-174043;11.07.2019;Фен портативный;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;533;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-174313;11.11.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Доставка;Наличные;Мужчина;305;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-174732;08.07.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;306;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-174732;08.07.2019;Зубная паста отбеливающая;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Банковская карта;Мужчина;85;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-174732;08.07.2019;Прикроватный коврик;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Мужчина;895;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-174732;08.07.2019;Увлажнитель воздуха;Фабрика комфорта;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Мужчина;5722;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-174881;10.07.2019;Мультиварка с 40 режимами готовки еды;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;3406;Серебряный;Альфа;город Москва, Гвардейская улица, дом 15, корпус 2;[55.724743484,37.422065222]
2017-174986;28.10.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;360;Базовый;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-174986;28.10.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Доставка;Наличные;Мужчина;142;Базовый;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-175100;22.11.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;443;Базовый;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-175100;22.11.2019;Зубной порошок;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Банковская карта;Мужчина;64;Базовый;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-175100;22.11.2019;Скатерть кухонная темно-синяя ;Ростовская фабрика;Кухонные товары;Бытовые товары;Самовывоз;Банковская карта;Мужчина;324;Базовый;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-175100;22.11.2019;Мультиварка с 40 режимами готовки еды;Разумный дом;Кухонная;Техника для дома;Самовывоз;Банковская карта;Мужчина;3452;Базовый;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-175100;22.11.2019;Фен портативный;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Мужчина;533;Базовый;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-175140;18.05.2019;Гель для стирки белых вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;502;Базовый;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-175345;30.10.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Женщина;486;Золотой;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-175345;30.10.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Женщина;440;Золотой;Тау;город Москва, Флотская улица, дом 25;[55.86161123,37.51313997]
2017-175369;23.07.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Женщина;491;Серебряный;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-175369;23.07.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Женщина;302;Серебряный;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-175369;23.07.2019;Зубная паста отбеливающая;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Женщина;85;Серебряный;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-175369;23.07.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Наличные;Женщина;1044;Серебряный;Гамма;город Москва, Лазоревый проезд, дом 15, строение 4;[55.8538123,37.631289912]
2017-175699;13.10.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;305;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-175699;13.10.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1041;Серебряный;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-175910;01.11.2019;Порошок для чистки ковриков;Городской драйв;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;446;Серебряный;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-175910;01.11.2019;Выпрямитель для волос;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Мужчина;869;Серебряный;Эта;город Москва, улица Вилиса Лациса, дом 23, корпус 2;[55.862016728,37.422337259]
2017-176105;17.02.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;140;Золотой;Сигма;город Москва, улица Демьяна Бедного, дом 8;[55.772185093,37.488024823]
2017-176105;17.02.2019;Фен портативный;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;534;Золотой;Сигма;город Москва, улица Демьяна Бедного, дом 8;[55.772185093,37.488024823]
2017-176139;01.12.2019;Фен портативный;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Мужчина;535;Серебряный;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-176251;25.07.2019;Зубной порошок;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Мужчина;64;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-176251;25.07.2019;Зубная паста для чувствительных десен;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Мужчина;109;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-176251;25.07.2019;Увлажнитель воздуха;Фабрика комфорта;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;5806;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-176349;11.06.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Доставка;Банковская карта;Женщина;657;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-176349;11.06.2019;Увлажнитель воздуха;Фабрика комфорта;Техника для красоты и здоровья;Техника для дома;Доставка;Банковская карта;Женщина;5780;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-176350;29.08.2019;Декоративный букет;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Доставка;Наличные;Мужчина;797;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-176350;29.08.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Доставка;Наличные;Мужчина;1031;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-176350;29.08.2019;Тостер;Разумный дом;Кухонная;Техника для дома;Доставка;Наличные;Мужчина;1045;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-176654;05.05.2019;Зубная паста отбеливающая;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Банковская карта;Женщина;85;Базовый;Сигма;город Москва, улица Демьяна Бедного, дом 8;[55.772185093,37.488024823]
2017-176998;08.01.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Мужчина;887;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-177086;03.11.2019;Зубной порошок;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Банковская карта;Мужчина;64;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-177086;03.11.2019;Мультиварка с 40 режимами готовки еды;Разумный дом;Кухонная;Техника для дома;Самовывоз;Банковская карта;Мужчина;3430;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-177086;03.11.2019;Увлажнитель воздуха;Фабрика комфорта;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Мужчина;5812;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-177108;07.11.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;141;Базовый;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-177108;07.11.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;206;Базовый;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-177108;07.11.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;305;Базовый;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-177108;07.11.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;888;Базовый;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-177108;07.11.2019;Зубная щетка электрическая;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;769;Базовый;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-177182;10.05.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Доставка;Наличные;Женщина;1263;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-177236;18.03.2019;Гель для стирки белых вещей;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Женщина;495;Базовый;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-177236;18.03.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Самовывоз;Наличные;Женщина;358;Базовый;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-177423;13.11.2019;Средство для мытья посуды с ароматом лимона;Мойдодыр;Моющие средства;Бытовая химия;Самовывоз;Наличные;Женщина;358;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-177423;13.11.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Женщина;205;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-177423;13.11.2019;Миксер многофункциональный;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Наличные;Женщина;1048;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-177423;13.11.2019;Весы напольные;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Женщина;889;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-177423;13.11.2019;Зубная щетка электрическая;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Женщина;760;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-177427;14.03.2019;Зубная паста для чувствительных десен;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Наличные;Мужчина;109;Золотой;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-177427;14.03.2019;Зубная щетка электрическая;Разумный дом;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;761;Золотой;Омега;город Москва, улица Новаторов, дом 4, корпус 8;[55.665135883,37.516913389]
2017-177463;08.04.2019;Зубной порошок;Кедровый лес;Косметика и здоровье;Бытовые товары;Доставка;Наличные;Женщина;64;Серебряный;Эпсилон;город Москва, Ореховый проезд, дом 17, корпус 2;[55.623839092,37.734113107]
2017-177614;04.07.2019;Зубная паста отбеливающая;Кедровый лес;Косметика и здоровье;Бытовые товары;Самовывоз;Банковская карта;Мужчина;86;Золотой;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-177614;04.07.2019;Выпрямитель для волос;TechBeauty;Техника для красоты и здоровья;Техника для дома;Самовывоз;Банковская карта;Мужчина;864;Золотой;Каппа;город Москва, улица Стромынка, дом 6;[55.7912397,37.687272174]
2017-177653;04.10.2019;Увлажнитель воздуха;Фабрика комфорта;Техника для красоты и здоровья;Техника для дома;Самовывоз;Наличные;Мужчина;5785;Серебряный;Йота;город Москва, улица Газопровод, дом 9А;[55.591001279,37.606876613]
2017-177664;29.05.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Доставка;Банковская карта;Мужчина;140;Золотой;Сигма;город Москва, улица Демьяна Бедного, дом 8;[55.772185093,37.488024823]
2017-177668;12.05.2019;"Универсальное чистящее средство ""Мойдодыр""";Мойдодыр;Чистящие средства;Бытовая химия;Самовывоз;Банковская карта;Мужчина;307;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-177668;12.05.2019;Декоративный букет;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Мужчина;794;Золотой;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
2017-178081;04.09.2019;Порошок для стирки вещей органический;Чистый дом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;658;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-178081;04.09.2019;Раствор для мытья полов;БиоДом;Моющие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;141;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-178081;04.09.2019;Порошок для чистки плиты;БиоДом;Чистящие средства;Бытовая химия;Самовывоз;Наличные;Мужчина;205;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-178081;04.09.2019;Блендер;Kitchen&Food;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1474;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-178081;04.09.2019;Электрический чайник;Разумный дом;Кухонная;Техника для дома;Самовывоз;Наличные;Мужчина;1254;Базовый;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-178087;28.08.2019;Гель для стирки цветных вещей;Чистый дом;Моющие средства;Бытовая химия;Доставка;Наличные;Женщина;494;Серебряный;Дзета;город Москва, Рязанский проспект, дом 2, строение 24;[55.730702846,37.735875581]
2017-178192;10.05.2019;Декоративный букет;1001 и одна нужная мелочь;Товары последней необходимости;Бытовые товары;Самовывоз;Банковская карта;Мужчина;804;Базовый;Бета;город Москва, Долгоруковская улица, дом 23, строение 1;[55.775754162,37.602958792]
